======================================================================
			Matrix 74181.020
======================================================================
1472  mhs trovati:

Card. minima degli mhs: 3
Card. massima degli mhs: 5
----------------------------------------------------------------------
Dimensione iniziale della matrice: (12, 65)
Dimensione finale della matrice: (11, 38)

Colonne eliminate: ['1(z1)', '2(z2)', '3(z3)', '8(z8)', '9(z9)', '12(z12)', '13(z13)', '14(z14)', '16(z16)', '17(z17)', '19(z19)', '20(z20)', '21(z21)', '22(z22)', '24(z24)', '25(z25)', '30(z30)', '32(z32)', '49(z48)', '50(z49)', '51(z50)', '52(z51)', '53(z52)', '59(z57)', '63(o6)', '64(o7)', '65(o8)']
Righe eliminate: [10]
----------------------------------------------------------------------
Execution time: 36.60646033287048 seconds
Pre elaboration time: 0.0 seconds
Used memory:  66.37109375  Megabyte
----------------------------------------------------------------------
Lista degli mhs trovati: 

6(z6),38(z38),39(o1)
6(z6),39(o1),55(z53)
6(z6),39(o1),56(z54)
6(z6),39(o1),60(o3)
7(z7),38(z38),39(o1)
7(z7),39(o1),55(z53)
7(z7),39(o1),56(z54)
7(z7),39(o1),60(o3)
26(z26),38(z38),39(o1)
26(z26),39(o1),55(z53)
26(z26),39(o1),56(z54)
26(z26),39(o1),60(o3)
38(z38),39(o1),40(z39)
38(z38),39(o1),41(z40)
38(z38),39(o1),42(z41)
38(z38),39(o1),43(z42)
38(z38),39(o1),44(z43)
38(z38),39(o1),57(z55)
38(z38),39(o1),61(o4)
39(o1),40(z39),55(z53)
39(o1),40(z39),56(z54)
39(o1),40(z39),60(o3)
39(o1),41(z40),55(z53)
39(o1),41(z40),56(z54)
39(o1),41(z40),60(o3)
39(o1),42(z41),55(z53)
39(o1),42(z41),56(z54)
39(o1),42(z41),60(o3)
39(o1),43(z42),55(z53)
39(o1),43(z42),56(z54)
39(o1),43(z42),60(o3)
39(o1),44(z43),55(z53)
39(o1),44(z43),56(z54)
39(o1),44(z43),60(o3)
39(o1),55(z53),57(z55)
39(o1),55(z53),61(o4)
39(o1),56(z54),57(z55)
39(o1),56(z54),61(o4)
39(o1),57(z55),60(o3)
39(o1),60(o3),61(o4)
28(z28),46(z45),60(o3),61(o4)
28(z28),47(z46),55(z53),57(z55)
28(z28),47(z46),55(z53),61(o4)
28(z28),47(z46),56(z54),57(z55)
28(z28),47(z46),56(z54),61(o4)
28(z28),47(z46),57(z55),60(o3)
28(z28),47(z46),60(o3),61(o4)
28(z28),48(z47),55(z53),57(z55)
28(z28),48(z47),55(z53),61(o4)
28(z28),48(z47),56(z54),57(z55)
28(z28),48(z47),56(z54),61(o4)
28(z28),48(z47),57(z55),60(o3)
28(z28),48(z47),60(o3),61(o4)
28(z28),54(o2),55(z53),57(z55)
28(z28),54(o2),55(z53),61(o4)
28(z28),54(o2),56(z54),57(z55)
28(z28),54(o2),56(z54),61(o4)
28(z28),54(o2),57(z55),60(o3)
28(z28),54(o2),60(o3),61(o4)
28(z28),55(z53),57(z55),58(z56)
28(z28),55(z53),57(z55),62(o5)
28(z28),55(z53),58(z56),61(o4)
28(z28),55(z53),61(o4),62(o5)
28(z28),56(z54),57(z55),58(z56)
28(z28),56(z54),57(z55),62(o5)
28(z28),56(z54),58(z56),61(o4)
28(z28),56(z54),61(o4),62(o5)
28(z28),57(z55),58(z56),60(o3)
28(z28),57(z55),60(o3),62(o5)
28(z28),58(z56),60(o3),61(o4)
28(z28),60(o3),61(o4),62(o5)
29(z29),34(z34),38(z38),39(o1)
29(z29),34(z34),39(o1),55(z53)
29(z29),34(z34),39(o1),56(z54)
29(z29),34(z34),39(o1),60(o3)
29(z29),35(z35),38(z38),39(o1)
29(z29),35(z35),39(o1),55(z53)
29(z29),35(z35),39(o1),56(z54)
29(z29),35(z35),39(o1),60(o3)
29(z29),38(z38),39(o1),54(o2)
29(z29),39(o1),54(o2),55(z53)
29(z29),39(o1),54(o2),56(z54)
29(z29),39(o1),54(o2),60(o3)
10(z10),11(z11),34(z34),35(z35),38(z38)
10(z10),11(z11),34(z34),35(z35),55(z53)
10(z10),11(z11),34(z34),35(z35),56(z54)
10(z10),11(z11),34(z34),35(z35),60(o3)
10(z10),11(z11),34(z34),38(z38),45(z44)
10(z10),11(z11),34(z34),38(z38),46(z45)
10(z10),11(z11),34(z34),38(z38),47(z46)
10(z10),11(z11),34(z34),38(z38),48(z47)
10(z10),11(z11),34(z34),38(z38),58(z56)
10(z10),11(z11),34(z34),38(z38),62(o5)
10(z10),11(z11),34(z34),45(z44),55(z53)
10(z10),11(z11),34(z34),45(z44),56(z54)
10(z10),11(z11),34(z34),45(z44),60(o3)
10(z10),11(z11),34(z34),46(z45),55(z53)
10(z10),11(z11),34(z34),46(z45),56(z54)
10(z10),11(z11),34(z34),46(z45),60(o3)
10(z10),11(z11),34(z34),47(z46),55(z53)
10(z10),11(z11),34(z34),47(z46),56(z54)
10(z10),11(z11),34(z34),47(z46),60(o3)
10(z10),11(z11),34(z34),48(z47),55(z53)
10(z10),11(z11),34(z34),48(z47),56(z54)
10(z10),11(z11),34(z34),48(z47),60(o3)
10(z10),11(z11),34(z34),55(z53),58(z56)
10(z10),11(z11),34(z34),55(z53),62(o5)
10(z10),11(z11),34(z34),56(z54),58(z56)
10(z10),11(z11),34(z34),56(z54),62(o5)
10(z10),11(z11),34(z34),58(z56),60(o3)
10(z10),11(z11),34(z34),60(o3),62(o5)
10(z10),28(z28),34(z34),35(z35),38(z38)
10(z10),28(z28),34(z34),35(z35),55(z53)
10(z10),28(z28),34(z34),35(z35),56(z54)
10(z10),28(z28),34(z34),35(z35),60(o3)
10(z10),28(z28),34(z34),38(z38),45(z44)
10(z10),28(z28),34(z34),38(z38),46(z45)
10(z10),28(z28),34(z34),38(z38),47(z46)
10(z10),28(z28),34(z34),38(z38),48(z47)
10(z10),28(z28),34(z34),38(z38),58(z56)
10(z10),28(z28),34(z34),38(z38),62(o5)
10(z10),28(z28),34(z34),45(z44),55(z53)
10(z10),28(z28),34(z34),45(z44),56(z54)
10(z10),28(z28),34(z34),45(z44),60(o3)
10(z10),28(z28),34(z34),46(z45),55(z53)
10(z10),28(z28),34(z34),46(z45),56(z54)
10(z10),28(z28),34(z34),46(z45),60(o3)
10(z10),28(z28),34(z34),47(z46),55(z53)
10(z10),28(z28),34(z34),47(z46),56(z54)
10(z10),28(z28),34(z34),47(z46),60(o3)
10(z10),28(z28),34(z34),48(z47),55(z53)
10(z10),28(z28),34(z34),48(z47),56(z54)
10(z10),28(z28),34(z34),48(z47),60(o3)
10(z10),28(z28),34(z34),55(z53),58(z56)
10(z10),28(z28),34(z34),55(z53),62(o5)
10(z10),28(z28),34(z34),56(z54),58(z56)
10(z10),28(z28),34(z34),56(z54),62(o5)
10(z10),28(z28),34(z34),58(z56),60(o3)
10(z10),28(z28),34(z34),60(o3),62(o5)
11(z11),15(z15),34(z34),38(z38),45(z44)
11(z11),15(z15),34(z34),38(z38),46(z45)
11(z11),15(z15),34(z34),38(z38),47(z46)
11(z11),15(z15),34(z34),38(z38),48(z47)
11(z11),15(z15),34(z34),38(z38),58(z56)
11(z11),15(z15),34(z34),38(z38),62(o5)
11(z11),15(z15),34(z34),45(z44),55(z53)
11(z11),15(z15),34(z34),45(z44),56(z54)
11(z11),15(z15),34(z34),45(z44),60(o3)
11(z11),15(z15),34(z34),46(z45),55(z53)
11(z11),15(z15),34(z34),46(z45),56(z54)
11(z11),15(z15),34(z34),46(z45),60(o3)
11(z11),15(z15),34(z34),47(z46),55(z53)
11(z11),15(z15),34(z34),47(z46),56(z54)
11(z11),15(z15),34(z34),47(z46),60(o3)
11(z11),15(z15),34(z34),48(z47),55(z53)
11(z11),15(z15),34(z34),48(z47),56(z54)
11(z11),15(z15),34(z34),48(z47),60(o3)
11(z11),15(z15),34(z34),55(z53),58(z56)
11(z11),15(z15),34(z34),55(z53),62(o5)
11(z11),15(z15),34(z34),56(z54),58(z56)
11(z11),15(z15),34(z34),56(z54),62(o5)
11(z11),15(z15),34(z34),58(z56),60(o3)
11(z11),15(z15),34(z34),60(o3),62(o5)
11(z11),27(z27),34(z34),35(z35),38(z38)
11(z11),27(z27),34(z34),35(z35),55(z53)
11(z11),27(z27),34(z34),35(z35),56(z54)
11(z11),27(z27),34(z34),35(z35),60(o3)
11(z11),27(z27),34(z34),38(z38),45(z44)
11(z11),27(z27),34(z34),38(z38),46(z45)
11(z11),27(z27),34(z34),38(z38),47(z46)
11(z11),27(z27),34(z34),38(z38),48(z47)
11(z11),27(z27),34(z34),38(z38),58(z56)
11(z11),27(z27),34(z34),38(z38),62(o5)
11(z11),27(z27),34(z34),45(z44),55(z53)
11(z11),27(z27),34(z34),45(z44),56(z54)
11(z11),27(z27),34(z34),45(z44),60(o3)
11(z11),27(z27),34(z34),46(z45),55(z53)
11(z11),27(z27),34(z34),46(z45),56(z54)
11(z11),27(z27),34(z34),46(z45),60(o3)
11(z11),27(z27),34(z34),47(z46),55(z53)
11(z11),27(z27),34(z34),47(z46),56(z54)
11(z11),27(z27),34(z34),47(z46),60(o3)
11(z11),27(z27),34(z34),48(z47),55(z53)
11(z11),27(z27),34(z34),48(z47),56(z54)
11(z11),27(z27),34(z34),48(z47),60(o3)
11(z11),27(z27),34(z34),55(z53),58(z56)
11(z11),27(z27),34(z34),55(z53),62(o5)
11(z11),27(z27),34(z34),56(z54),58(z56)
11(z11),27(z27),34(z34),56(z54),62(o5)
11(z11),27(z27),34(z34),58(z56),60(o3)
11(z11),27(z27),34(z34),60(o3),62(o5)
11(z11),29(z29),34(z34),38(z38),45(z44)
11(z11),29(z29),34(z34),38(z38),46(z45)
11(z11),29(z29),34(z34),38(z38),47(z46)
11(z11),29(z29),34(z34),38(z38),48(z47)
11(z11),29(z29),34(z34),38(z38),58(z56)
11(z11),29(z29),34(z34),38(z38),62(o5)
11(z11),29(z29),34(z34),45(z44),55(z53)
11(z11),29(z29),34(z34),45(z44),56(z54)
11(z11),29(z29),34(z34),45(z44),60(o3)
11(z11),29(z29),34(z34),46(z45),55(z53)
11(z11),29(z29),34(z34),46(z45),56(z54)
11(z11),29(z29),34(z34),46(z45),60(o3)
11(z11),29(z29),34(z34),47(z46),55(z53)
11(z11),29(z29),34(z34),47(z46),56(z54)
11(z11),29(z29),34(z34),47(z46),60(o3)
11(z11),29(z29),34(z34),48(z47),55(z53)
11(z11),29(z29),34(z34),48(z47),56(z54)
11(z11),29(z29),34(z34),48(z47),60(o3)
11(z11),29(z29),34(z34),55(z53),58(z56)
11(z11),29(z29),34(z34),55(z53),62(o5)
11(z11),29(z29),34(z34),56(z54),58(z56)
11(z11),29(z29),34(z34),56(z54),62(o5)
11(z11),29(z29),34(z34),58(z56),60(o3)
11(z11),29(z29),34(z34),60(o3),62(o5)
15(z15),28(z28),34(z34),38(z38),45(z44)
15(z15),28(z28),34(z34),38(z38),46(z45)
15(z15),28(z28),34(z34),38(z38),47(z46)
15(z15),28(z28),34(z34),38(z38),48(z47)
15(z15),28(z28),34(z34),38(z38),58(z56)
15(z15),28(z28),34(z34),38(z38),62(o5)
15(z15),28(z28),34(z34),45(z44),55(z53)
15(z15),28(z28),34(z34),45(z44),56(z54)
15(z15),28(z28),34(z34),45(z44),60(o3)
15(z15),28(z28),34(z34),46(z45),55(z53)
15(z15),28(z28),34(z34),46(z45),56(z54)
15(z15),28(z28),34(z34),46(z45),60(o3)
15(z15),28(z28),34(z34),47(z46),55(z53)
15(z15),28(z28),34(z34),47(z46),56(z54)
15(z15),28(z28),34(z34),47(z46),60(o3)
15(z15),28(z28),34(z34),48(z47),55(z53)
15(z15),28(z28),34(z34),48(z47),56(z54)
15(z15),28(z28),34(z34),48(z47),60(o3)
15(z15),28(z28),34(z34),55(z53),58(z56)
15(z15),28(z28),34(z34),55(z53),62(o5)
15(z15),28(z28),34(z34),56(z54),58(z56)
15(z15),28(z28),34(z34),56(z54),62(o5)
15(z15),28(z28),34(z34),58(z56),60(o3)
15(z15),28(z28),34(z34),60(o3),62(o5)
27(z27),28(z28),34(z34),35(z35),38(z38)
27(z27),28(z28),34(z34),35(z35),55(z53)
27(z27),28(z28),34(z34),35(z35),56(z54)
27(z27),28(z28),34(z34),35(z35),60(o3)
27(z27),28(z28),34(z34),38(z38),45(z44)
27(z27),28(z28),34(z34),38(z38),46(z45)
27(z27),28(z28),34(z34),38(z38),47(z46)
27(z27),28(z28),34(z34),38(z38),48(z47)
27(z27),28(z28),34(z34),38(z38),58(z56)
27(z27),28(z28),34(z34),38(z38),62(o5)
27(z27),28(z28),34(z34),45(z44),55(z53)
27(z27),28(z28),34(z34),45(z44),56(z54)
27(z27),28(z28),34(z34),45(z44),60(o3)
27(z27),28(z28),34(z34),46(z45),55(z53)
27(z27),28(z28),34(z34),46(z45),56(z54)
27(z27),28(z28),34(z34),46(z45),60(o3)
27(z27),28(z28),34(z34),47(z46),55(z53)
27(z27),28(z28),34(z34),47(z46),56(z54)
27(z27),28(z28),34(z34),47(z46),60(o3)
27(z27),28(z28),34(z34),48(z47),55(z53)
27(z27),28(z28),34(z34),48(z47),56(z54)
27(z27),28(z28),34(z34),48(z47),60(o3)
27(z27),28(z28),34(z34),55(z53),58(z56)
27(z27),28(z28),34(z34),55(z53),62(o5)
27(z27),28(z28),34(z34),56(z54),58(z56)
27(z27),28(z28),34(z34),56(z54),62(o5)
27(z27),28(z28),34(z34),58(z56),60(o3)
27(z27),28(z28),34(z34),60(o3),62(o5)
28(z28),29(z29),34(z34),38(z38),45(z44)
28(z28),29(z29),34(z34),38(z38),46(z45)
28(z28),29(z29),34(z34),38(z38),47(z46)
28(z28),29(z29),34(z34),38(z38),48(z47)
28(z28),29(z29),34(z34),38(z38),58(z56)
28(z28),29(z29),34(z34),38(z38),62(o5)
28(z28),29(z29),34(z34),45(z44),55(z53)
28(z28),29(z29),34(z34),45(z44),56(z54)
28(z28),29(z29),34(z34),45(z44),60(o3)
28(z28),29(z29),34(z34),46(z45),55(z53)
28(z28),29(z29),34(z34),46(z45),56(z54)
28(z28),29(z29),34(z34),46(z45),60(o3)
28(z28),29(z29),34(z34),47(z46),55(z53)
28(z28),29(z29),34(z34),47(z46),56(z54)
28(z28),29(z29),34(z34),47(z46),60(o3)
28(z28),29(z29),34(z34),48(z47),55(z53)
28(z28),29(z29),34(z34),48(z47),56(z54)
28(z28),29(z29),34(z34),48(z47),60(o3)
28(z28),29(z29),34(z34),55(z53),58(z56)
28(z28),29(z29),34(z34),55(z53),62(o5)
28(z28),29(z29),34(z34),56(z54),58(z56)
28(z28),29(z29),34(z34),56(z54),62(o5)
28(z28),29(z29),34(z34),58(z56),60(o3)
28(z28),29(z29),34(z34),60(o3),62(o5)
----------------------------------------------------------------------
