======================================================================
			Matrix c1355.039
======================================================================
ATTENZIONE: L'esecuzione ha superato il limite di tempo 
======================================================================
8709  mhs trovati:

Card. minima degli mhs: 2
Card. massima degli mhs: 3

Card. massima analizzata: 3
----------------------------------------------------------------------
Dimensione iniziale della matrice: (5, 546)
Dimensione finale della matrice: (5, 546)

Colonne eliminate: []
Righe eliminate: []
----------------------------------------------------------------------
Execution time: 300.140319108963 seconds
Pre elaboration time: -1 seconds
Used memory:  132.21484375  Megabyte
----------------------------------------------------------------------
Lista degli mhs trovati: 

362(z362),382(z382)
362(z362),414(z414)
362(z362),473(z473)
362(z362),510(z510)
362(z362),542(o28)
382(z382),433(z433)
382(z382),434(z434)
382(z382),490(z490)
382(z382),522(o8)
414(z414),433(z433)
414(z414),434(z434)
414(z414),490(z490)
414(z414),522(o8)
433(z433),473(z473)
433(z433),510(z510)
433(z433),542(o28)
434(z434),473(z473)
434(z434),510(z510)
434(z434),542(o28)
473(z473),490(z490)
473(z473),522(o8)
490(z490),510(z510)
490(z490),542(o28)
510(z510),522(o8)
522(o8),542(o28)
11(z11),50(z50),223(z223)
11(z11),50(z50),224(z224)
11(z11),50(z50),232(z232)
11(z11),50(z50),247(z247)
11(z11),50(z50),248(z248)
11(z11),50(z50),260(z260)
11(z11),50(z50),279(z279)
11(z11),50(z50),280(z280)
11(z11),50(z50),292(z292)
11(z11),50(z50),362(z362)
11(z11),50(z50),433(z433)
11(z11),50(z50),434(z434)
11(z11),50(z50),490(z490)
11(z11),50(z50),522(o8)
11(z11),51(z51),61(z61)
11(z11),51(z51),62(z62)
11(z11),51(z51),63(z63)
11(z11),51(z51),64(z64)
11(z11),51(z51),69(z69)
11(z11),51(z51),70(z70)
11(z11),51(z51),71(z71)
11(z11),51(z51),72(z72)
11(z11),51(z51),85(z85)
11(z11),51(z51),87(z87)
11(z11),51(z51),115(z115)
11(z11),51(z51),116(z116)
11(z11),51(z51),119(z119)
11(z11),51(z51),120(z120)
11(z11),51(z51),127(z127)
11(z11),51(z51),128(z128)
11(z11),51(z51),148(z148)
11(z11),51(z51),163(z163)
11(z11),51(z51),164(z164)
11(z11),51(z51),167(z167)
11(z11),51(z51),168(z168)
11(z11),51(z51),175(z175)
11(z11),51(z51),176(z176)
11(z11),51(z51),190(z190)
11(z11),51(z51),192(z192)
11(z11),51(z51),196(z196)
11(z11),51(z51),223(z223)
11(z11),51(z51),224(z224)
11(z11),51(z51),232(z232)
11(z11),51(z51),247(z247)
11(z11),51(z51),248(z248)
11(z11),51(z51),260(z260)
11(z11),51(z51),279(z279)
11(z11),51(z51),280(z280)
11(z11),51(z51),292(z292)
11(z11),51(z51),362(z362)
11(z11),51(z51),433(z433)
11(z11),51(z51),434(z434)
11(z11),51(z51),490(z490)
11(z11),51(z51),522(o8)
11(z11),52(z52),61(z61)
11(z11),52(z52),62(z62)
11(z11),52(z52),63(z63)
11(z11),52(z52),64(z64)
11(z11),52(z52),69(z69)
11(z11),52(z52),70(z70)
11(z11),52(z52),71(z71)
11(z11),52(z52),72(z72)
11(z11),52(z52),85(z85)
11(z11),52(z52),87(z87)
11(z11),52(z52),115(z115)
11(z11),52(z52),116(z116)
11(z11),52(z52),119(z119)
11(z11),52(z52),120(z120)
11(z11),52(z52),127(z127)
11(z11),52(z52),128(z128)
11(z11),52(z52),148(z148)
11(z11),52(z52),163(z163)
11(z11),52(z52),164(z164)
11(z11),52(z52),167(z167)
11(z11),52(z52),168(z168)
11(z11),52(z52),175(z175)
11(z11),52(z52),176(z176)
11(z11),52(z52),190(z190)
11(z11),52(z52),192(z192)
11(z11),52(z52),196(z196)
11(z11),52(z52),223(z223)
11(z11),52(z52),224(z224)
11(z11),52(z52),232(z232)
11(z11),52(z52),247(z247)
11(z11),52(z52),248(z248)
11(z11),52(z52),260(z260)
11(z11),52(z52),279(z279)
11(z11),52(z52),280(z280)
11(z11),52(z52),292(z292)
11(z11),52(z52),362(z362)
11(z11),52(z52),433(z433)
11(z11),52(z52),434(z434)
11(z11),52(z52),490(z490)
11(z11),52(z52),522(o8)
11(z11),61(z61),97(z97)
11(z11),61(z61),98(z98)
11(z11),61(z61),99(z99)
11(z11),61(z61),100(z100)
11(z11),61(z61),105(z105)
11(z11),61(z61),106(z106)
11(z11),61(z61),109(z109)
11(z11),61(z61),110(z110)
11(z11),61(z61),133(z133)
11(z11),61(z61),134(z134)
11(z11),61(z61),139(z139)
11(z11),61(z61),153(z153)
11(z11),61(z61),154(z154)
11(z11),61(z61),157(z157)
11(z11),61(z61),181(z181)
11(z11),61(z61),182(z182)
11(z11),61(z61),185(z185)
11(z11),61(z61),187(z187)
11(z11),61(z61),199(z199)
11(z11),61(z61),203(z203)
11(z11),61(z61),214(z214)
11(z11),61(z61),227(z227)
11(z11),61(z61),239(z239)
11(z11),61(z61),254(z254)
11(z11),61(z61),263(z263)
11(z11),61(z61),271(z271)
11(z11),61(z61),286(z286)
11(z11),61(z61),295(z295)
11(z11),62(z62),97(z97)
11(z11),62(z62),98(z98)
11(z11),62(z62),99(z99)
11(z11),62(z62),100(z100)
11(z11),62(z62),105(z105)
11(z11),62(z62),106(z106)
11(z11),62(z62),109(z109)
11(z11),62(z62),110(z110)
11(z11),62(z62),133(z133)
11(z11),62(z62),134(z134)
11(z11),62(z62),139(z139)
11(z11),62(z62),153(z153)
11(z11),62(z62),154(z154)
11(z11),62(z62),157(z157)
11(z11),62(z62),181(z181)
11(z11),62(z62),182(z182)
11(z11),62(z62),185(z185)
11(z11),62(z62),187(z187)
11(z11),62(z62),199(z199)
11(z11),62(z62),203(z203)
11(z11),62(z62),214(z214)
11(z11),62(z62),227(z227)
11(z11),62(z62),239(z239)
11(z11),62(z62),254(z254)
11(z11),62(z62),263(z263)
11(z11),62(z62),271(z271)
11(z11),62(z62),286(z286)
11(z11),62(z62),295(z295)
11(z11),63(z63),97(z97)
11(z11),63(z63),98(z98)
11(z11),63(z63),99(z99)
11(z11),63(z63),100(z100)
11(z11),63(z63),105(z105)
11(z11),63(z63),106(z106)
11(z11),63(z63),109(z109)
11(z11),63(z63),110(z110)
11(z11),63(z63),133(z133)
11(z11),63(z63),134(z134)
11(z11),63(z63),139(z139)
11(z11),63(z63),153(z153)
11(z11),63(z63),154(z154)
11(z11),63(z63),157(z157)
11(z11),63(z63),181(z181)
11(z11),63(z63),182(z182)
11(z11),63(z63),185(z185)
11(z11),63(z63),187(z187)
11(z11),63(z63),199(z199)
11(z11),63(z63),203(z203)
11(z11),63(z63),214(z214)
11(z11),63(z63),227(z227)
11(z11),63(z63),239(z239)
11(z11),63(z63),254(z254)
11(z11),63(z63),263(z263)
11(z11),63(z63),271(z271)
11(z11),63(z63),286(z286)
11(z11),63(z63),295(z295)
11(z11),64(z64),97(z97)
11(z11),64(z64),98(z98)
11(z11),64(z64),99(z99)
11(z11),64(z64),100(z100)
11(z11),64(z64),105(z105)
11(z11),64(z64),106(z106)
11(z11),64(z64),109(z109)
11(z11),64(z64),110(z110)
11(z11),64(z64),133(z133)
11(z11),64(z64),134(z134)
11(z11),64(z64),139(z139)
11(z11),64(z64),153(z153)
11(z11),64(z64),154(z154)
11(z11),64(z64),157(z157)
11(z11),64(z64),181(z181)
11(z11),64(z64),182(z182)
11(z11),64(z64),185(z185)
11(z11),64(z64),187(z187)
11(z11),64(z64),199(z199)
11(z11),64(z64),203(z203)
11(z11),64(z64),214(z214)
11(z11),64(z64),227(z227)
11(z11),64(z64),239(z239)
11(z11),64(z64),254(z254)
11(z11),64(z64),263(z263)
11(z11),64(z64),271(z271)
11(z11),64(z64),286(z286)
11(z11),64(z64),295(z295)
11(z11),69(z69),97(z97)
11(z11),69(z69),98(z98)
11(z11),69(z69),99(z99)
11(z11),69(z69),100(z100)
11(z11),69(z69),105(z105)
11(z11),69(z69),106(z106)
11(z11),69(z69),109(z109)
11(z11),69(z69),110(z110)
11(z11),69(z69),133(z133)
11(z11),69(z69),134(z134)
11(z11),69(z69),139(z139)
11(z11),69(z69),153(z153)
11(z11),69(z69),154(z154)
11(z11),69(z69),157(z157)
11(z11),69(z69),181(z181)
11(z11),69(z69),182(z182)
11(z11),69(z69),185(z185)
11(z11),69(z69),187(z187)
11(z11),69(z69),199(z199)
11(z11),69(z69),203(z203)
11(z11),69(z69),214(z214)
11(z11),69(z69),227(z227)
11(z11),69(z69),239(z239)
11(z11),69(z69),254(z254)
11(z11),69(z69),263(z263)
11(z11),69(z69),271(z271)
11(z11),69(z69),286(z286)
11(z11),69(z69),295(z295)
11(z11),70(z70),97(z97)
11(z11),70(z70),98(z98)
11(z11),70(z70),99(z99)
11(z11),70(z70),100(z100)
11(z11),70(z70),105(z105)
11(z11),70(z70),106(z106)
11(z11),70(z70),109(z109)
11(z11),70(z70),110(z110)
11(z11),70(z70),133(z133)
11(z11),70(z70),134(z134)
11(z11),70(z70),139(z139)
11(z11),70(z70),153(z153)
11(z11),70(z70),154(z154)
11(z11),70(z70),157(z157)
11(z11),70(z70),181(z181)
11(z11),70(z70),182(z182)
11(z11),70(z70),185(z185)
11(z11),70(z70),187(z187)
11(z11),70(z70),199(z199)
11(z11),70(z70),203(z203)
11(z11),70(z70),214(z214)
11(z11),70(z70),227(z227)
11(z11),70(z70),239(z239)
11(z11),70(z70),254(z254)
11(z11),70(z70),263(z263)
11(z11),70(z70),271(z271)
11(z11),70(z70),286(z286)
11(z11),70(z70),295(z295)
11(z11),71(z71),97(z97)
11(z11),71(z71),98(z98)
11(z11),71(z71),99(z99)
11(z11),71(z71),100(z100)
11(z11),71(z71),105(z105)
11(z11),71(z71),106(z106)
11(z11),71(z71),109(z109)
11(z11),71(z71),110(z110)
11(z11),71(z71),133(z133)
11(z11),71(z71),134(z134)
11(z11),71(z71),139(z139)
11(z11),71(z71),153(z153)
11(z11),71(z71),154(z154)
11(z11),71(z71),157(z157)
11(z11),71(z71),181(z181)
11(z11),71(z71),182(z182)
11(z11),71(z71),185(z185)
11(z11),71(z71),187(z187)
11(z11),71(z71),199(z199)
11(z11),71(z71),203(z203)
11(z11),71(z71),214(z214)
11(z11),71(z71),227(z227)
11(z11),71(z71),239(z239)
11(z11),71(z71),254(z254)
11(z11),71(z71),263(z263)
11(z11),71(z71),271(z271)
11(z11),71(z71),286(z286)
11(z11),71(z71),295(z295)
11(z11),72(z72),97(z97)
11(z11),72(z72),98(z98)
11(z11),72(z72),99(z99)
11(z11),72(z72),100(z100)
11(z11),72(z72),105(z105)
11(z11),72(z72),106(z106)
11(z11),72(z72),109(z109)
11(z11),72(z72),110(z110)
11(z11),72(z72),133(z133)
11(z11),72(z72),134(z134)
11(z11),72(z72),139(z139)
11(z11),72(z72),153(z153)
11(z11),72(z72),154(z154)
11(z11),72(z72),157(z157)
11(z11),72(z72),181(z181)
11(z11),72(z72),182(z182)
11(z11),72(z72),185(z185)
11(z11),72(z72),187(z187)
11(z11),72(z72),199(z199)
11(z11),72(z72),203(z203)
11(z11),72(z72),214(z214)
11(z11),72(z72),227(z227)
11(z11),72(z72),239(z239)
11(z11),72(z72),254(z254)
11(z11),72(z72),263(z263)
11(z11),72(z72),271(z271)
11(z11),72(z72),286(z286)
11(z11),72(z72),295(z295)
11(z11),85(z85),97(z97)
11(z11),85(z85),98(z98)
11(z11),85(z85),99(z99)
11(z11),85(z85),100(z100)
11(z11),85(z85),105(z105)
11(z11),85(z85),106(z106)
11(z11),85(z85),109(z109)
11(z11),85(z85),110(z110)
11(z11),85(z85),133(z133)
11(z11),85(z85),134(z134)
11(z11),85(z85),139(z139)
11(z11),85(z85),153(z153)
11(z11),85(z85),154(z154)
11(z11),85(z85),157(z157)
11(z11),85(z85),181(z181)
11(z11),85(z85),182(z182)
11(z11),85(z85),185(z185)
11(z11),85(z85),187(z187)
11(z11),85(z85),199(z199)
11(z11),85(z85),203(z203)
11(z11),85(z85),214(z214)
11(z11),85(z85),227(z227)
11(z11),85(z85),239(z239)
11(z11),85(z85),254(z254)
11(z11),85(z85),263(z263)
11(z11),85(z85),271(z271)
11(z11),85(z85),286(z286)
11(z11),85(z85),295(z295)
11(z11),87(z87),97(z97)
11(z11),87(z87),98(z98)
11(z11),87(z87),99(z99)
11(z11),87(z87),100(z100)
11(z11),87(z87),105(z105)
11(z11),87(z87),106(z106)
11(z11),87(z87),109(z109)
11(z11),87(z87),110(z110)
11(z11),87(z87),133(z133)
11(z11),87(z87),134(z134)
11(z11),87(z87),139(z139)
11(z11),87(z87),153(z153)
11(z11),87(z87),154(z154)
11(z11),87(z87),157(z157)
11(z11),87(z87),181(z181)
11(z11),87(z87),182(z182)
11(z11),87(z87),185(z185)
11(z11),87(z87),187(z187)
11(z11),87(z87),199(z199)
11(z11),87(z87),203(z203)
11(z11),87(z87),214(z214)
11(z11),87(z87),227(z227)
11(z11),87(z87),239(z239)
11(z11),87(z87),254(z254)
11(z11),87(z87),263(z263)
11(z11),87(z87),271(z271)
11(z11),87(z87),286(z286)
11(z11),87(z87),295(z295)
11(z11),97(z97),115(z115)
11(z11),97(z97),116(z116)
11(z11),97(z97),119(z119)
11(z11),97(z97),120(z120)
11(z11),97(z97),127(z127)
11(z11),97(z97),128(z128)
11(z11),97(z97),148(z148)
11(z11),97(z97),163(z163)
11(z11),97(z97),164(z164)
11(z11),97(z97),167(z167)
11(z11),97(z97),168(z168)
11(z11),97(z97),175(z175)
11(z11),97(z97),176(z176)
11(z11),97(z97),190(z190)
11(z11),97(z97),192(z192)
11(z11),97(z97),196(z196)
11(z11),97(z97),223(z223)
11(z11),97(z97),224(z224)
11(z11),97(z97),232(z232)
11(z11),97(z97),247(z247)
11(z11),97(z97),248(z248)
11(z11),97(z97),260(z260)
11(z11),97(z97),279(z279)
11(z11),97(z97),280(z280)
11(z11),97(z97),292(z292)
11(z11),97(z97),362(z362)
11(z11),97(z97),433(z433)
11(z11),97(z97),434(z434)
11(z11),97(z97),490(z490)
11(z11),97(z97),522(o8)
11(z11),98(z98),115(z115)
11(z11),98(z98),116(z116)
11(z11),98(z98),119(z119)
11(z11),98(z98),120(z120)
11(z11),98(z98),127(z127)
11(z11),98(z98),128(z128)
11(z11),98(z98),148(z148)
11(z11),98(z98),163(z163)
11(z11),98(z98),164(z164)
11(z11),98(z98),167(z167)
11(z11),98(z98),168(z168)
11(z11),98(z98),175(z175)
11(z11),98(z98),176(z176)
11(z11),98(z98),190(z190)
11(z11),98(z98),192(z192)
11(z11),98(z98),196(z196)
11(z11),98(z98),223(z223)
11(z11),98(z98),224(z224)
11(z11),98(z98),232(z232)
11(z11),98(z98),247(z247)
11(z11),98(z98),248(z248)
11(z11),98(z98),260(z260)
11(z11),98(z98),279(z279)
11(z11),98(z98),280(z280)
11(z11),98(z98),292(z292)
11(z11),98(z98),362(z362)
11(z11),98(z98),433(z433)
11(z11),98(z98),434(z434)
11(z11),98(z98),490(z490)
11(z11),98(z98),522(o8)
11(z11),99(z99),115(z115)
11(z11),99(z99),116(z116)
11(z11),99(z99),119(z119)
11(z11),99(z99),120(z120)
11(z11),99(z99),127(z127)
11(z11),99(z99),128(z128)
11(z11),99(z99),148(z148)
11(z11),99(z99),163(z163)
11(z11),99(z99),164(z164)
11(z11),99(z99),167(z167)
11(z11),99(z99),168(z168)
11(z11),99(z99),175(z175)
11(z11),99(z99),176(z176)
11(z11),99(z99),190(z190)
11(z11),99(z99),192(z192)
11(z11),99(z99),196(z196)
11(z11),99(z99),223(z223)
11(z11),99(z99),224(z224)
11(z11),99(z99),232(z232)
11(z11),99(z99),247(z247)
11(z11),99(z99),248(z248)
11(z11),99(z99),260(z260)
11(z11),99(z99),279(z279)
11(z11),99(z99),280(z280)
11(z11),99(z99),292(z292)
11(z11),99(z99),362(z362)
11(z11),99(z99),433(z433)
11(z11),99(z99),434(z434)
11(z11),99(z99),490(z490)
11(z11),99(z99),522(o8)
11(z11),100(z100),115(z115)
11(z11),100(z100),116(z116)
11(z11),100(z100),119(z119)
11(z11),100(z100),120(z120)
11(z11),100(z100),127(z127)
11(z11),100(z100),128(z128)
11(z11),100(z100),148(z148)
11(z11),100(z100),163(z163)
11(z11),100(z100),164(z164)
11(z11),100(z100),167(z167)
11(z11),100(z100),168(z168)
11(z11),100(z100),175(z175)
11(z11),100(z100),176(z176)
11(z11),100(z100),190(z190)
11(z11),100(z100),192(z192)
11(z11),100(z100),196(z196)
11(z11),100(z100),223(z223)
11(z11),100(z100),224(z224)
11(z11),100(z100),232(z232)
11(z11),100(z100),247(z247)
11(z11),100(z100),248(z248)
11(z11),100(z100),260(z260)
11(z11),100(z100),279(z279)
11(z11),100(z100),280(z280)
11(z11),100(z100),292(z292)
11(z11),100(z100),362(z362)
11(z11),100(z100),433(z433)
11(z11),100(z100),434(z434)
11(z11),100(z100),490(z490)
11(z11),100(z100),522(o8)
11(z11),105(z105),115(z115)
11(z11),105(z105),116(z116)
11(z11),105(z105),119(z119)
11(z11),105(z105),120(z120)
11(z11),105(z105),127(z127)
11(z11),105(z105),128(z128)
11(z11),105(z105),148(z148)
11(z11),105(z105),163(z163)
11(z11),105(z105),164(z164)
11(z11),105(z105),167(z167)
11(z11),105(z105),168(z168)
11(z11),105(z105),175(z175)
11(z11),105(z105),176(z176)
11(z11),105(z105),190(z190)
11(z11),105(z105),192(z192)
11(z11),105(z105),196(z196)
11(z11),105(z105),223(z223)
11(z11),105(z105),224(z224)
11(z11),105(z105),232(z232)
11(z11),105(z105),247(z247)
11(z11),105(z105),248(z248)
11(z11),105(z105),260(z260)
11(z11),105(z105),279(z279)
11(z11),105(z105),280(z280)
11(z11),105(z105),292(z292)
11(z11),105(z105),362(z362)
11(z11),105(z105),433(z433)
11(z11),105(z105),434(z434)
11(z11),105(z105),490(z490)
11(z11),105(z105),522(o8)
11(z11),106(z106),115(z115)
11(z11),106(z106),116(z116)
11(z11),106(z106),119(z119)
11(z11),106(z106),120(z120)
11(z11),106(z106),127(z127)
11(z11),106(z106),128(z128)
11(z11),106(z106),148(z148)
11(z11),106(z106),163(z163)
11(z11),106(z106),164(z164)
11(z11),106(z106),167(z167)
11(z11),106(z106),168(z168)
11(z11),106(z106),175(z175)
11(z11),106(z106),176(z176)
11(z11),106(z106),190(z190)
11(z11),106(z106),192(z192)
11(z11),106(z106),196(z196)
11(z11),106(z106),223(z223)
11(z11),106(z106),224(z224)
11(z11),106(z106),232(z232)
11(z11),106(z106),247(z247)
11(z11),106(z106),248(z248)
11(z11),106(z106),260(z260)
11(z11),106(z106),279(z279)
11(z11),106(z106),280(z280)
11(z11),106(z106),292(z292)
11(z11),106(z106),362(z362)
11(z11),106(z106),433(z433)
11(z11),106(z106),434(z434)
11(z11),106(z106),490(z490)
11(z11),106(z106),522(o8)
11(z11),109(z109),115(z115)
11(z11),109(z109),116(z116)
11(z11),109(z109),119(z119)
11(z11),109(z109),120(z120)
11(z11),109(z109),127(z127)
11(z11),109(z109),128(z128)
11(z11),109(z109),148(z148)
11(z11),109(z109),163(z163)
11(z11),109(z109),164(z164)
11(z11),109(z109),167(z167)
11(z11),109(z109),168(z168)
11(z11),109(z109),175(z175)
11(z11),109(z109),176(z176)
11(z11),109(z109),190(z190)
11(z11),109(z109),192(z192)
11(z11),109(z109),196(z196)
11(z11),109(z109),223(z223)
11(z11),109(z109),224(z224)
11(z11),109(z109),232(z232)
11(z11),109(z109),247(z247)
11(z11),109(z109),248(z248)
11(z11),109(z109),260(z260)
11(z11),109(z109),279(z279)
11(z11),109(z109),280(z280)
11(z11),109(z109),292(z292)
11(z11),109(z109),362(z362)
11(z11),109(z109),433(z433)
11(z11),109(z109),434(z434)
11(z11),109(z109),490(z490)
11(z11),109(z109),522(o8)
11(z11),110(z110),115(z115)
11(z11),110(z110),116(z116)
11(z11),110(z110),119(z119)
11(z11),110(z110),120(z120)
11(z11),110(z110),127(z127)
11(z11),110(z110),128(z128)
11(z11),110(z110),148(z148)
11(z11),110(z110),163(z163)
11(z11),110(z110),164(z164)
11(z11),110(z110),167(z167)
11(z11),110(z110),168(z168)
11(z11),110(z110),175(z175)
11(z11),110(z110),176(z176)
11(z11),110(z110),190(z190)
11(z11),110(z110),192(z192)
11(z11),110(z110),196(z196)
11(z11),110(z110),223(z223)
11(z11),110(z110),224(z224)
11(z11),110(z110),232(z232)
11(z11),110(z110),247(z247)
11(z11),110(z110),248(z248)
11(z11),110(z110),260(z260)
11(z11),110(z110),279(z279)
11(z11),110(z110),280(z280)
11(z11),110(z110),292(z292)
11(z11),110(z110),362(z362)
11(z11),110(z110),433(z433)
11(z11),110(z110),434(z434)
11(z11),110(z110),490(z490)
11(z11),110(z110),522(o8)
11(z11),115(z115),133(z133)
11(z11),115(z115),134(z134)
11(z11),115(z115),139(z139)
11(z11),115(z115),153(z153)
11(z11),115(z115),154(z154)
11(z11),115(z115),157(z157)
11(z11),115(z115),181(z181)
11(z11),115(z115),182(z182)
11(z11),115(z115),185(z185)
11(z11),115(z115),187(z187)
11(z11),115(z115),199(z199)
11(z11),115(z115),203(z203)
11(z11),115(z115),214(z214)
11(z11),115(z115),227(z227)
11(z11),115(z115),239(z239)
11(z11),115(z115),254(z254)
11(z11),115(z115),263(z263)
11(z11),115(z115),271(z271)
11(z11),115(z115),286(z286)
11(z11),115(z115),295(z295)
11(z11),116(z116),133(z133)
11(z11),116(z116),134(z134)
11(z11),116(z116),139(z139)
11(z11),116(z116),153(z153)
11(z11),116(z116),154(z154)
11(z11),116(z116),157(z157)
11(z11),116(z116),181(z181)
11(z11),116(z116),182(z182)
11(z11),116(z116),185(z185)
11(z11),116(z116),187(z187)
11(z11),116(z116),199(z199)
11(z11),116(z116),203(z203)
11(z11),116(z116),214(z214)
11(z11),116(z116),227(z227)
11(z11),116(z116),239(z239)
11(z11),116(z116),254(z254)
11(z11),116(z116),263(z263)
11(z11),116(z116),271(z271)
11(z11),116(z116),286(z286)
11(z11),116(z116),295(z295)
11(z11),119(z119),133(z133)
11(z11),119(z119),134(z134)
11(z11),119(z119),139(z139)
11(z11),119(z119),153(z153)
11(z11),119(z119),154(z154)
11(z11),119(z119),157(z157)
11(z11),119(z119),181(z181)
11(z11),119(z119),182(z182)
11(z11),119(z119),185(z185)
11(z11),119(z119),187(z187)
11(z11),119(z119),199(z199)
11(z11),119(z119),203(z203)
11(z11),119(z119),214(z214)
11(z11),119(z119),227(z227)
11(z11),119(z119),239(z239)
11(z11),119(z119),254(z254)
11(z11),119(z119),263(z263)
11(z11),119(z119),271(z271)
11(z11),119(z119),286(z286)
11(z11),119(z119),295(z295)
11(z11),120(z120),133(z133)
11(z11),120(z120),134(z134)
11(z11),120(z120),139(z139)
11(z11),120(z120),153(z153)
11(z11),120(z120),154(z154)
11(z11),120(z120),157(z157)
11(z11),120(z120),181(z181)
11(z11),120(z120),182(z182)
11(z11),120(z120),185(z185)
11(z11),120(z120),187(z187)
11(z11),120(z120),199(z199)
11(z11),120(z120),203(z203)
11(z11),120(z120),214(z214)
11(z11),120(z120),227(z227)
11(z11),120(z120),239(z239)
11(z11),120(z120),254(z254)
11(z11),120(z120),263(z263)
11(z11),120(z120),271(z271)
11(z11),120(z120),286(z286)
11(z11),120(z120),295(z295)
11(z11),127(z127),133(z133)
11(z11),127(z127),134(z134)
11(z11),127(z127),139(z139)
11(z11),127(z127),153(z153)
11(z11),127(z127),154(z154)
11(z11),127(z127),157(z157)
11(z11),127(z127),181(z181)
11(z11),127(z127),182(z182)
11(z11),127(z127),185(z185)
11(z11),127(z127),187(z187)
11(z11),127(z127),199(z199)
11(z11),127(z127),203(z203)
11(z11),127(z127),214(z214)
11(z11),127(z127),227(z227)
11(z11),127(z127),239(z239)
11(z11),127(z127),254(z254)
11(z11),127(z127),263(z263)
11(z11),127(z127),271(z271)
11(z11),127(z127),286(z286)
11(z11),127(z127),295(z295)
11(z11),128(z128),133(z133)
11(z11),128(z128),134(z134)
11(z11),128(z128),139(z139)
11(z11),128(z128),153(z153)
11(z11),128(z128),154(z154)
11(z11),128(z128),157(z157)
11(z11),128(z128),181(z181)
11(z11),128(z128),182(z182)
11(z11),128(z128),185(z185)
11(z11),128(z128),187(z187)
11(z11),128(z128),199(z199)
11(z11),128(z128),203(z203)
11(z11),128(z128),214(z214)
11(z11),128(z128),227(z227)
11(z11),128(z128),239(z239)
11(z11),128(z128),254(z254)
11(z11),128(z128),263(z263)
11(z11),128(z128),271(z271)
11(z11),128(z128),286(z286)
11(z11),128(z128),295(z295)
11(z11),133(z133),148(z148)
11(z11),133(z133),163(z163)
11(z11),133(z133),164(z164)
11(z11),133(z133),167(z167)
11(z11),133(z133),168(z168)
11(z11),133(z133),175(z175)
11(z11),133(z133),176(z176)
11(z11),133(z133),190(z190)
11(z11),133(z133),192(z192)
11(z11),133(z133),196(z196)
11(z11),133(z133),223(z223)
11(z11),133(z133),224(z224)
11(z11),133(z133),232(z232)
11(z11),133(z133),247(z247)
11(z11),133(z133),248(z248)
11(z11),133(z133),260(z260)
11(z11),133(z133),279(z279)
11(z11),133(z133),280(z280)
11(z11),133(z133),292(z292)
11(z11),133(z133),362(z362)
11(z11),133(z133),433(z433)
11(z11),133(z133),434(z434)
11(z11),133(z133),490(z490)
11(z11),133(z133),522(o8)
11(z11),134(z134),148(z148)
11(z11),134(z134),163(z163)
11(z11),134(z134),164(z164)
11(z11),134(z134),167(z167)
11(z11),134(z134),168(z168)
11(z11),134(z134),175(z175)
11(z11),134(z134),176(z176)
11(z11),134(z134),190(z190)
11(z11),134(z134),192(z192)
11(z11),134(z134),196(z196)
11(z11),134(z134),223(z223)
11(z11),134(z134),224(z224)
11(z11),134(z134),232(z232)
11(z11),134(z134),247(z247)
11(z11),134(z134),248(z248)
11(z11),134(z134),260(z260)
11(z11),134(z134),279(z279)
11(z11),134(z134),280(z280)
11(z11),134(z134),292(z292)
11(z11),134(z134),362(z362)
11(z11),134(z134),433(z433)
11(z11),134(z134),434(z434)
11(z11),134(z134),490(z490)
11(z11),134(z134),522(o8)
11(z11),139(z139),148(z148)
11(z11),139(z139),163(z163)
11(z11),139(z139),164(z164)
11(z11),139(z139),167(z167)
11(z11),139(z139),168(z168)
11(z11),139(z139),175(z175)
11(z11),139(z139),176(z176)
11(z11),139(z139),190(z190)
11(z11),139(z139),192(z192)
11(z11),139(z139),196(z196)
11(z11),139(z139),223(z223)
11(z11),139(z139),224(z224)
11(z11),139(z139),232(z232)
11(z11),139(z139),247(z247)
11(z11),139(z139),248(z248)
11(z11),139(z139),260(z260)
11(z11),139(z139),279(z279)
11(z11),139(z139),280(z280)
11(z11),139(z139),292(z292)
11(z11),139(z139),362(z362)
11(z11),139(z139),433(z433)
11(z11),139(z139),434(z434)
11(z11),139(z139),490(z490)
11(z11),139(z139),522(o8)
11(z11),148(z148),153(z153)
11(z11),148(z148),154(z154)
11(z11),148(z148),157(z157)
11(z11),148(z148),181(z181)
11(z11),148(z148),182(z182)
11(z11),148(z148),185(z185)
11(z11),148(z148),187(z187)
11(z11),148(z148),199(z199)
11(z11),148(z148),203(z203)
11(z11),148(z148),214(z214)
11(z11),148(z148),227(z227)
11(z11),148(z148),239(z239)
11(z11),148(z148),254(z254)
11(z11),148(z148),263(z263)
11(z11),148(z148),271(z271)
11(z11),148(z148),286(z286)
11(z11),148(z148),295(z295)
11(z11),153(z153),163(z163)
11(z11),153(z153),164(z164)
11(z11),153(z153),167(z167)
11(z11),153(z153),168(z168)
11(z11),153(z153),175(z175)
11(z11),153(z153),176(z176)
11(z11),153(z153),190(z190)
11(z11),153(z153),192(z192)
11(z11),153(z153),196(z196)
11(z11),153(z153),223(z223)
11(z11),153(z153),224(z224)
11(z11),153(z153),232(z232)
11(z11),153(z153),247(z247)
11(z11),153(z153),248(z248)
11(z11),153(z153),260(z260)
11(z11),153(z153),279(z279)
11(z11),153(z153),280(z280)
